name,market,popularity
Starboy,AD,93
Die For You,AD,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AD,93
Blinding Lights,AD,91
Creepin' (with The Weeknd & 21 Savage),AD,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AD,91
Stargirl Interlude,AD,87
Die For You (with Ariana Grande) - Remix,AD,83
Save Your Tears,AD,88
Reminder,AD,88
Starboy,AE,93
Die For You,AE,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AE,93
Blinding Lights,AE,91
Creepin' (with The Weeknd & 21 Savage),AE,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AE,91
Stargirl Interlude,AE,87
Die For You (with Ariana Grande) - Remix,AE,83
Save Your Tears,AE,88
Reminder,AE,88
Starboy,AG,93
Die For You,AG,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AG,93
Blinding Lights,AG,91
Creepin' (with The Weeknd & 21 Savage),AG,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AG,91
Stargirl Interlude,AG,87
Die For You (with Ariana Grande) - Remix,AG,83
Save Your Tears,AG,88
Reminder,AG,88
Starboy,AL,93
Die For You,AL,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AL,93
Blinding Lights,AL,91
Creepin' (with The Weeknd & 21 Savage),AL,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AL,91
Stargirl Interlude,AL,87
Die For You (with Ariana Grande) - Remix,AL,83
Save Your Tears,AL,88
Reminder,AL,88
Starboy,AM,93
Die For You,AM,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AM,93
Blinding Lights,AM,91
Creepin' (with The Weeknd & 21 Savage),AM,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AM,91
Stargirl Interlude,AM,87
Die For You (with Ariana Grande) - Remix,AM,83
Save Your Tears,AM,88
Reminder,AM,88
Starboy,AO,93
Die For You,AO,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AO,93
Blinding Lights,AO,91
Creepin' (with The Weeknd & 21 Savage),AO,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AO,91
Stargirl Interlude,AO,87
Die For You (with Ariana Grande) - Remix,AO,83
Save Your Tears,AO,88
Reminder,AO,88
Starboy,AR,93
Die For You,AR,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AR,93
Blinding Lights,AR,91
Creepin' (with The Weeknd & 21 Savage),AR,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AR,91
Stargirl Interlude,AR,87
Die For You (with Ariana Grande) - Remix,AR,83
Save Your Tears,AR,88
Reminder,AR,88
Starboy,AT,93
Die For You,AT,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AT,93
Blinding Lights,AT,91
Creepin' (with The Weeknd & 21 Savage),AT,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AT,91
Stargirl Interlude,AT,87
Die For You (with Ariana Grande) - Remix,AT,83
Save Your Tears,AT,88
Reminder,AT,88
Starboy,AU,93
Die For You,AU,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AU,93
Blinding Lights,AU,91
Creepin' (with The Weeknd & 21 Savage),AU,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AU,91
Stargirl Interlude,AU,87
Die For You (with Ariana Grande) - Remix,AU,83
Save Your Tears,AU,88
Reminder,AU,88
Starboy,AZ,93
Die For You,AZ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",AZ,93
Blinding Lights,AZ,91
Creepin' (with The Weeknd & 21 Savage),AZ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,AZ,91
Stargirl Interlude,AZ,87
Die For You (with Ariana Grande) - Remix,AZ,83
Save Your Tears,AZ,88
Reminder,AZ,88
Starboy,BA,93
Die For You,BA,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BA,93
Blinding Lights,BA,91
Creepin' (with The Weeknd & 21 Savage),BA,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BA,91
Stargirl Interlude,BA,87
Die For You (with Ariana Grande) - Remix,BA,83
Save Your Tears,BA,88
Reminder,BA,88
Starboy,BB,93
Die For You,BB,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BB,93
Blinding Lights,BB,91
Creepin' (with The Weeknd & 21 Savage),BB,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BB,91
Stargirl Interlude,BB,87
Die For You (with Ariana Grande) - Remix,BB,83
Save Your Tears,BB,88
Reminder,BB,88
Starboy,BD,93
Die For You,BD,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BD,93
Blinding Lights,BD,91
Creepin' (with The Weeknd & 21 Savage),BD,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BD,91
Stargirl Interlude,BD,87
Die For You (with Ariana Grande) - Remix,BD,83
Save Your Tears,BD,88
Reminder,BD,88
Starboy,BE,93
Die For You,BE,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BE,93
Blinding Lights,BE,91
Creepin' (with The Weeknd & 21 Savage),BE,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BE,91
Stargirl Interlude,BE,87
Die For You (with Ariana Grande) - Remix,BE,83
Save Your Tears,BE,88
Reminder,BE,88
Starboy,BF,93
Die For You,BF,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BF,93
Blinding Lights,BF,91
Creepin' (with The Weeknd & 21 Savage),BF,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BF,91
Stargirl Interlude,BF,87
Die For You (with Ariana Grande) - Remix,BF,83
Save Your Tears,BF,88
Reminder,BF,88
Starboy,BG,93
Die For You,BG,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BG,93
Blinding Lights,BG,91
Creepin' (with The Weeknd & 21 Savage),BG,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BG,91
Stargirl Interlude,BG,87
Die For You (with Ariana Grande) - Remix,BG,83
Save Your Tears,BG,88
Reminder,BG,88
Starboy,BH,93
Die For You,BH,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BH,93
Blinding Lights,BH,91
Creepin' (with The Weeknd & 21 Savage),BH,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BH,91
Stargirl Interlude,BH,87
Die For You (with Ariana Grande) - Remix,BH,83
Save Your Tears,BH,88
Reminder,BH,88
Starboy,BI,93
Die For You,BI,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BI,93
Blinding Lights,BI,91
Creepin' (with The Weeknd & 21 Savage),BI,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BI,91
Stargirl Interlude,BI,87
Die For You (with Ariana Grande) - Remix,BI,83
Save Your Tears,BI,88
Reminder,BI,88
Starboy,BJ,93
Die For You,BJ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BJ,93
Blinding Lights,BJ,91
Creepin' (with The Weeknd & 21 Savage),BJ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BJ,91
Stargirl Interlude,BJ,87
Die For You (with Ariana Grande) - Remix,BJ,83
Save Your Tears,BJ,88
Reminder,BJ,88
Starboy,BN,93
Die For You,BN,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BN,93
Blinding Lights,BN,91
Creepin' (with The Weeknd & 21 Savage),BN,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BN,91
Stargirl Interlude,BN,87
Die For You (with Ariana Grande) - Remix,BN,83
Save Your Tears,BN,88
Reminder,BN,88
Starboy,BO,93
Die For You,BO,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BO,93
Blinding Lights,BO,91
Creepin' (with The Weeknd & 21 Savage),BO,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BO,91
Stargirl Interlude,BO,87
Die For You (with Ariana Grande) - Remix,BO,83
Save Your Tears,BO,88
Reminder,BO,88
Starboy,BR,93
Die For You,BR,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BR,93
Blinding Lights,BR,91
Creepin' (with The Weeknd & 21 Savage),BR,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BR,91
Stargirl Interlude,BR,87
Die For You (with Ariana Grande) - Remix,BR,83
Save Your Tears,BR,88
Reminder,BR,88
Starboy,BS,93
Die For You,BS,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BS,93
Blinding Lights,BS,91
Creepin' (with The Weeknd & 21 Savage),BS,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BS,91
Stargirl Interlude,BS,87
Die For You (with Ariana Grande) - Remix,BS,83
Save Your Tears,BS,88
Reminder,BS,88
Starboy,BT,93
Die For You,BT,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BT,93
Blinding Lights,BT,91
Creepin' (with The Weeknd & 21 Savage),BT,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BT,91
Stargirl Interlude,BT,87
Die For You (with Ariana Grande) - Remix,BT,83
Save Your Tears,BT,88
Reminder,BT,88
Starboy,BW,93
Die For You,BW,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BW,93
Blinding Lights,BW,91
Creepin' (with The Weeknd & 21 Savage),BW,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BW,91
Stargirl Interlude,BW,87
Die For You (with Ariana Grande) - Remix,BW,83
Save Your Tears,BW,88
Reminder,BW,88
Starboy,BY,93
Die For You,BY,90
Blinding Lights,BY,91
Stargirl Interlude,BY,87
Save Your Tears,BY,88
Reminder,BY,88
The Hills,BY,88
Save Your Tears (with Ariana Grande) (Remix),BY,83
Call Out My Name,BY,45
I Was Never There,BY,45
Starboy,BZ,93
Die For You,BZ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",BZ,93
Blinding Lights,BZ,91
Creepin' (with The Weeknd & 21 Savage),BZ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,BZ,91
Stargirl Interlude,BZ,87
Die For You (with Ariana Grande) - Remix,BZ,83
Save Your Tears,BZ,88
Reminder,BZ,88
Starboy,CA,93
Die For You,CA,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CA,93
Blinding Lights,CA,91
Creepin' (with The Weeknd & 21 Savage),CA,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CA,91
Stargirl Interlude,CA,87
Die For You (with Ariana Grande) - Remix,CA,83
Save Your Tears,CA,88
Reminder,CA,88
Starboy,CD,93
Die For You,CD,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CD,93
Blinding Lights,CD,91
Creepin' (with The Weeknd & 21 Savage),CD,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CD,91
Stargirl Interlude,CD,87
Die For You (with Ariana Grande) - Remix,CD,83
Save Your Tears,CD,88
Reminder,CD,88
Starboy,CG,93
Die For You,CG,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CG,93
Blinding Lights,CG,91
Creepin' (with The Weeknd & 21 Savage),CG,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CG,91
Stargirl Interlude,CG,87
Die For You (with Ariana Grande) - Remix,CG,83
Save Your Tears,CG,88
Reminder,CG,88
Starboy,CH,93
Die For You,CH,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CH,93
Blinding Lights,CH,91
Creepin' (with The Weeknd & 21 Savage),CH,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CH,91
Stargirl Interlude,CH,87
Die For You (with Ariana Grande) - Remix,CH,83
Save Your Tears,CH,88
Reminder,CH,88
Starboy,CI,93
Die For You,CI,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CI,93
Blinding Lights,CI,91
Creepin' (with The Weeknd & 21 Savage),CI,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CI,91
Stargirl Interlude,CI,87
Die For You (with Ariana Grande) - Remix,CI,83
Save Your Tears,CI,88
Reminder,CI,88
Starboy,CL,93
Die For You,CL,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CL,93
Blinding Lights,CL,91
Creepin' (with The Weeknd & 21 Savage),CL,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CL,91
Stargirl Interlude,CL,87
Die For You (with Ariana Grande) - Remix,CL,83
Save Your Tears,CL,88
Reminder,CL,88
Starboy,CM,93
Die For You,CM,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CM,93
Blinding Lights,CM,91
Creepin' (with The Weeknd & 21 Savage),CM,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CM,91
Stargirl Interlude,CM,87
Die For You (with Ariana Grande) - Remix,CM,83
Save Your Tears,CM,88
Reminder,CM,88
Starboy,CO,93
Die For You,CO,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CO,93
Blinding Lights,CO,91
Creepin' (with The Weeknd & 21 Savage),CO,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CO,91
Stargirl Interlude,CO,87
Die For You (with Ariana Grande) - Remix,CO,83
Save Your Tears,CO,88
Reminder,CO,88
Starboy,CR,93
Die For You,CR,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CR,93
Blinding Lights,CR,91
Creepin' (with The Weeknd & 21 Savage),CR,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CR,91
Stargirl Interlude,CR,87
Die For You (with Ariana Grande) - Remix,CR,83
Save Your Tears,CR,88
Reminder,CR,88
Starboy,CV,93
Die For You,CV,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CV,93
Blinding Lights,CV,91
Creepin' (with The Weeknd & 21 Savage),CV,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CV,91
Stargirl Interlude,CV,87
Die For You (with Ariana Grande) - Remix,CV,83
Save Your Tears,CV,88
Reminder,CV,88
Starboy,CW,93
Die For You,CW,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CW,93
Blinding Lights,CW,91
Creepin' (with The Weeknd & 21 Savage),CW,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CW,91
Stargirl Interlude,CW,87
Die For You (with Ariana Grande) - Remix,CW,83
Save Your Tears,CW,88
Reminder,CW,88
Starboy,CY,93
Die For You,CY,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CY,93
Blinding Lights,CY,91
Creepin' (with The Weeknd & 21 Savage),CY,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CY,91
Stargirl Interlude,CY,87
Die For You (with Ariana Grande) - Remix,CY,83
Save Your Tears,CY,88
Reminder,CY,88
Starboy,CZ,93
Die For You,CZ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",CZ,93
Blinding Lights,CZ,91
Creepin' (with The Weeknd & 21 Savage),CZ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,CZ,91
Stargirl Interlude,CZ,87
Die For You (with Ariana Grande) - Remix,CZ,83
Save Your Tears,CZ,88
Reminder,CZ,88
Starboy,DE,93
Die For You,DE,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",DE,93
Blinding Lights,DE,91
Creepin' (with The Weeknd & 21 Savage),DE,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,DE,91
Stargirl Interlude,DE,87
Die For You (with Ariana Grande) - Remix,DE,83
Save Your Tears,DE,88
Reminder,DE,88
Starboy,DJ,93
Die For You,DJ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",DJ,93
Blinding Lights,DJ,91
Creepin' (with The Weeknd & 21 Savage),DJ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,DJ,91
Stargirl Interlude,DJ,87
Die For You (with Ariana Grande) - Remix,DJ,83
Save Your Tears,DJ,88
Reminder,DJ,88
Starboy,DK,93
Die For You,DK,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",DK,93
Blinding Lights,DK,91
Creepin' (with The Weeknd & 21 Savage),DK,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,DK,91
Stargirl Interlude,DK,87
Die For You (with Ariana Grande) - Remix,DK,83
Save Your Tears,DK,88
Reminder,DK,88
Starboy,DM,93
Die For You,DM,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",DM,93
Blinding Lights,DM,91
Creepin' (with The Weeknd & 21 Savage),DM,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,DM,91
Stargirl Interlude,DM,87
Die For You (with Ariana Grande) - Remix,DM,83
Save Your Tears,DM,88
Reminder,DM,88
Starboy,DO,93
Die For You,DO,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",DO,93
Blinding Lights,DO,91
Creepin' (with The Weeknd & 21 Savage),DO,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,DO,91
Stargirl Interlude,DO,87
Die For You (with Ariana Grande) - Remix,DO,83
Save Your Tears,DO,88
Reminder,DO,88
Starboy,DZ,93
Die For You,DZ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",DZ,93
Blinding Lights,DZ,91
Creepin' (with The Weeknd & 21 Savage),DZ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,DZ,91
Stargirl Interlude,DZ,87
Die For You (with Ariana Grande) - Remix,DZ,83
Save Your Tears,DZ,88
Reminder,DZ,88
Starboy,EC,93
Die For You,EC,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",EC,93
Blinding Lights,EC,91
Creepin' (with The Weeknd & 21 Savage),EC,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,EC,91
Stargirl Interlude,EC,87
Die For You (with Ariana Grande) - Remix,EC,83
Save Your Tears,EC,88
Reminder,EC,88
Starboy,EE,93
Die For You,EE,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",EE,93
Blinding Lights,EE,91
Creepin' (with The Weeknd & 21 Savage),EE,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,EE,91
Stargirl Interlude,EE,87
Die For You (with Ariana Grande) - Remix,EE,83
Save Your Tears,EE,88
Reminder,EE,88
Starboy,EG,93
Die For You,EG,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",EG,93
Blinding Lights,EG,91
Creepin' (with The Weeknd & 21 Savage),EG,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,EG,91
Stargirl Interlude,EG,87
Die For You (with Ariana Grande) - Remix,EG,83
Save Your Tears,EG,88
Reminder,EG,88
Starboy,ES,93
Die For You,ES,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",ES,93
Blinding Lights,ES,91
Creepin' (with The Weeknd & 21 Savage),ES,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,ES,91
Stargirl Interlude,ES,87
Die For You (with Ariana Grande) - Remix,ES,83
Save Your Tears,ES,88
Reminder,ES,88
Starboy,ET,93
Die For You,ET,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",ET,93
Blinding Lights,ET,91
Creepin' (with The Weeknd & 21 Savage),ET,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,ET,91
Stargirl Interlude,ET,87
Die For You (with Ariana Grande) - Remix,ET,83
Save Your Tears,ET,88
Reminder,ET,88
Starboy,FI,93
Die For You,FI,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",FI,93
Blinding Lights,FI,91
Creepin' (with The Weeknd & 21 Savage),FI,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,FI,91
Stargirl Interlude,FI,87
Die For You (with Ariana Grande) - Remix,FI,83
Save Your Tears,FI,88
Reminder,FI,88
Starboy,FJ,93
Die For You,FJ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",FJ,93
Blinding Lights,FJ,91
Creepin' (with The Weeknd & 21 Savage),FJ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,FJ,91
Stargirl Interlude,FJ,87
Die For You (with Ariana Grande) - Remix,FJ,83
Save Your Tears,FJ,88
Reminder,FJ,88
Starboy,FM,93
Die For You,FM,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",FM,93
Blinding Lights,FM,91
Creepin' (with The Weeknd & 21 Savage),FM,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,FM,91
Stargirl Interlude,FM,87
Die For You (with Ariana Grande) - Remix,FM,83
Save Your Tears,FM,88
Reminder,FM,88
Starboy,FR,93
Die For You,FR,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",FR,93
Blinding Lights,FR,91
Creepin' (with The Weeknd & 21 Savage),FR,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,FR,91
Stargirl Interlude,FR,87
Die For You (with Ariana Grande) - Remix,FR,83
Save Your Tears,FR,88
Reminder,FR,88
Starboy,GA,93
Die For You,GA,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GA,93
Blinding Lights,GA,91
Creepin' (with The Weeknd & 21 Savage),GA,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GA,91
Stargirl Interlude,GA,87
Die For You (with Ariana Grande) - Remix,GA,83
Save Your Tears,GA,88
Reminder,GA,88
Starboy,GB,93
Die For You,GB,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GB,93
Blinding Lights,GB,91
Creepin' (with The Weeknd & 21 Savage),GB,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GB,91
Stargirl Interlude,GB,87
Die For You (with Ariana Grande) - Remix,GB,83
Save Your Tears,GB,88
Reminder,GB,88
Starboy,GD,93
Die For You,GD,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GD,93
Blinding Lights,GD,91
Creepin' (with The Weeknd & 21 Savage),GD,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GD,91
Stargirl Interlude,GD,87
Die For You (with Ariana Grande) - Remix,GD,83
Save Your Tears,GD,88
Reminder,GD,88
Starboy,GE,93
Die For You,GE,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GE,93
Blinding Lights,GE,91
Creepin' (with The Weeknd & 21 Savage),GE,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GE,91
Stargirl Interlude,GE,87
Die For You (with Ariana Grande) - Remix,GE,83
Save Your Tears,GE,88
Reminder,GE,88
Starboy,GH,93
Die For You,GH,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GH,93
Blinding Lights,GH,91
Creepin' (with The Weeknd & 21 Savage),GH,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GH,91
Stargirl Interlude,GH,87
Die For You (with Ariana Grande) - Remix,GH,83
Save Your Tears,GH,88
Reminder,GH,88
Starboy,GM,93
Die For You,GM,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GM,93
Blinding Lights,GM,91
Creepin' (with The Weeknd & 21 Savage),GM,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GM,91
Stargirl Interlude,GM,87
Die For You (with Ariana Grande) - Remix,GM,83
Save Your Tears,GM,88
Reminder,GM,88
Starboy,GN,93
Die For You,GN,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GN,93
Blinding Lights,GN,91
Creepin' (with The Weeknd & 21 Savage),GN,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GN,91
Stargirl Interlude,GN,87
Die For You (with Ariana Grande) - Remix,GN,83
Save Your Tears,GN,88
Reminder,GN,88
Starboy,GQ,93
Die For You,GQ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GQ,93
Blinding Lights,GQ,91
Creepin' (with The Weeknd & 21 Savage),GQ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GQ,91
Stargirl Interlude,GQ,87
Die For You (with Ariana Grande) - Remix,GQ,83
Save Your Tears,GQ,88
Reminder,GQ,88
Starboy,GR,93
Die For You,GR,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GR,93
Blinding Lights,GR,91
Creepin' (with The Weeknd & 21 Savage),GR,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GR,91
Stargirl Interlude,GR,87
Die For You (with Ariana Grande) - Remix,GR,83
Save Your Tears,GR,88
Reminder,GR,88
Starboy,GT,93
Die For You,GT,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GT,93
Blinding Lights,GT,91
Creepin' (with The Weeknd & 21 Savage),GT,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GT,91
Stargirl Interlude,GT,87
Die For You (with Ariana Grande) - Remix,GT,83
Save Your Tears,GT,88
Reminder,GT,88
Starboy,GW,93
Die For You,GW,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GW,93
Blinding Lights,GW,91
Creepin' (with The Weeknd & 21 Savage),GW,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GW,91
Stargirl Interlude,GW,87
Die For You (with Ariana Grande) - Remix,GW,83
Save Your Tears,GW,88
Reminder,GW,88
Starboy,GY,93
Die For You,GY,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",GY,93
Blinding Lights,GY,91
Creepin' (with The Weeknd & 21 Savage),GY,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,GY,91
Stargirl Interlude,GY,87
Die For You (with Ariana Grande) - Remix,GY,83
Save Your Tears,GY,88
Reminder,GY,88
Starboy,HK,93
Die For You,HK,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",HK,93
Blinding Lights,HK,91
Creepin' (with The Weeknd & 21 Savage),HK,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,HK,91
Stargirl Interlude,HK,87
Die For You (with Ariana Grande) - Remix,HK,83
Save Your Tears,HK,88
Reminder,HK,88
Starboy,HN,93
Die For You,HN,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",HN,93
Blinding Lights,HN,91
Creepin' (with The Weeknd & 21 Savage),HN,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,HN,91
Stargirl Interlude,HN,87
Die For You (with Ariana Grande) - Remix,HN,83
Save Your Tears,HN,88
Reminder,HN,88
Starboy,HR,93
Die For You,HR,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",HR,93
Blinding Lights,HR,91
Creepin' (with The Weeknd & 21 Savage),HR,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,HR,91
Stargirl Interlude,HR,87
Die For You (with Ariana Grande) - Remix,HR,83
Save Your Tears,HR,88
Reminder,HR,88
Starboy,HT,93
Die For You,HT,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",HT,93
Blinding Lights,HT,91
Creepin' (with The Weeknd & 21 Savage),HT,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,HT,91
Stargirl Interlude,HT,87
Die For You (with Ariana Grande) - Remix,HT,83
Save Your Tears,HT,88
Reminder,HT,88
Starboy,HU,93
Die For You,HU,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",HU,93
Blinding Lights,HU,91
Creepin' (with The Weeknd & 21 Savage),HU,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,HU,91
Stargirl Interlude,HU,87
Die For You (with Ariana Grande) - Remix,HU,83
Save Your Tears,HU,88
Reminder,HU,88
Starboy,ID,93
Die For You,ID,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",ID,93
Blinding Lights,ID,91
Creepin' (with The Weeknd & 21 Savage),ID,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,ID,91
Stargirl Interlude,ID,87
Die For You (with Ariana Grande) - Remix,ID,83
Save Your Tears,ID,88
Reminder,ID,88
Starboy,IE,93
Die For You,IE,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",IE,93
Blinding Lights,IE,91
Creepin' (with The Weeknd & 21 Savage),IE,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,IE,91
Stargirl Interlude,IE,87
Die For You (with Ariana Grande) - Remix,IE,83
